Date,Open,High,Low,Close,Adj Close,Volume
2006-03-29,612.439636,612.439636,612.439636,612.439636,474.269958,171445
2006-03-30,612.439636,612.439636,612.439636,612.439636,474.269958,0
2006-03-31,612.439636,612.439636,612.439636,612.439636,474.269958,0
2006-04-03,590.566833,612.439636,590.566833,590.566833,457.331757,168016
2006-04-04,590.566833,597.857727,590.566833,590.566833,457.331757,308601
2006-04-05,612.439636,612.439636,605.148682,612.439636,474.269958,111439
2006-04-06,605.148682,612.439636,597.857727,605.148682,468.623840,320603
2006-04-07,627.021545,627.021545,619.730591,627.021545,485.562103,29145
2006-04-10,627.021545,627.021545,627.021545,627.021545,485.562103,0
2006-04-11,627.021545,641.603455,619.730591,627.021545,485.562103,488619
2006-04-12,656.185364,656.185364,627.021545,656.185364,508.146454,339462
2006-04-13,699.931030,699.931030,670.767212,699.931030,542.022827,533195
2006-04-14,699.931030,699.931030,699.931030,699.931030,542.022827,0
2006-04-17,692.640076,714.512939,692.640076,692.640076,536.376770,152586
2006-04-18,721.803894,721.803894,692.640076,721.803894,558.961060,3262607
2006-04-19,699.931030,707.221985,699.931030,699.931030,542.022827,241738
2006-04-20,699.931030,714.512939,699.931030,699.931030,542.022827,426899
2006-04-21,707.221985,707.221985,699.931030,707.221985,547.668884,197162
2006-04-24,707.221985,714.512939,707.221985,707.221985,547.668884,289742
2006-04-25,692.640076,699.931030,692.640076,692.640076,536.376770,138870
2006-04-26,714.512939,714.512939,699.931030,714.512939,553.315002,17144
2006-04-27,692.640076,707.221985,692.640076,692.640076,536.376770,137156
2006-04-28,692.640076,699.931030,699.931030,699.931030,542.022827,8572
2006-05-01,707.221985,707.221985,707.221985,707.221985,547.668884,8572
2006-05-02,707.221985,707.221985,707.221985,707.221985,547.668884,8572
2006-05-03,699.931030,699.931030,699.931030,699.931030,542.022827,8572
2006-05-04,707.221985,707.221985,707.221985,707.221985,547.668884,8572
2006-05-05,707.221985,707.221985,707.221985,707.221985,547.668884,0
2006-05-08,692.640076,707.221985,692.640076,692.640076,536.376770,60005
2006-05-09,699.931030,699.931030,692.640076,699.931030,542.022827,42861
2006-05-10,699.931030,699.931030,692.640076,699.931030,542.022827,75436
2006-05-11,685.349121,692.640076,685.349121,685.349121,530.730652,61720
2006-05-12,685.349121,692.640076,685.349121,685.349121,530.730652,214306
2006-05-15,670.767212,692.640076,670.767212,670.767212,519.438538,411469
2006-05-16,692.640076,692.640076,692.640076,692.640076,536.376770,1714
2006-05-17,null,null,null,null,null,null
2006-05-18,692.640076,692.640076,692.640076,692.640076,536.376770,0
2006-05-19,692.640076,692.640076,692.640076,692.640076,536.376770,0
2006-05-22,null,null,null,null,null,null
2006-05-23,null,null,null,null,null,null
2006-05-24,null,null,null,null,null,null
2006-05-25,656.185364,656.185364,656.185364,656.185364,508.146454,0
2006-05-26,656.185364,656.185364,656.185364,656.185364,508.146454,0
2006-05-29,656.185364,656.185364,656.185364,656.185364,508.146454,0
2006-05-30,null,null,null,null,null,null
2006-05-31,699.931030,699.931030,699.931030,699.931030,542.022827,5143
2006-06-01,null,null,null,null,null,null
2006-06-02,null,null,null,null,null,null
2006-06-05,null,null,null,null,null,null
2006-06-06,692.640076,692.640076,670.767212,692.640076,536.376770,27431
2006-06-07,656.185364,656.185364,656.185364,656.185364,508.146454,3428
2006-06-08,null,null,null,null,null,null
2006-06-09,null,null,null,null,null,null
2006-06-12,670.767212,670.767212,670.767212,670.767212,519.438538,8572
2006-06-13,null,null,null,null,null,null
2006-06-14,null,null,null,null,null,null
2006-06-15,null,null,null,null,null,null
2006-06-16,699.931030,699.931030,699.931030,699.931030,542.022827,3428
2006-06-19,648.894409,656.185364,641.603455,648.894409,502.500397,754360
2006-06-20,656.185364,656.185364,656.185364,656.185364,508.146454,5143
2006-06-21,null,null,null,null,null,null
2006-06-22,670.767212,670.767212,670.767212,670.767212,519.438538,8572
2006-06-23,null,null,null,null,null,null
2006-06-26,null,null,null,null,null,null
2006-06-27,670.767212,670.767212,670.767212,670.767212,519.438538,1714
2006-06-28,null,null,null,null,null,null
2006-06-29,null,null,null,null,null,null
2006-06-30,null,null,null,null,null,null
2006-07-03,714.512939,714.512939,714.512939,714.512939,553.315002,3428
2006-07-04,null,null,null,null,null,null
2006-07-05,null,null,null,null,null,null
2006-07-06,null,null,null,null,null,null
2006-07-07,null,null,null,null,null,null
2006-07-10,null,null,null,null,null,null
2006-07-11,670.767212,670.767212,670.767212,670.767212,519.438538,17144
2006-07-12,670.767212,670.767212,670.767212,670.767212,519.438538,8572
2006-07-13,670.767212,670.767212,670.767212,670.767212,519.438538,8572
2006-07-14,null,null,null,null,null,null
2006-07-17,670.767212,670.767212,670.767212,670.767212,519.438538,0
2006-07-18,null,null,null,null,null,null
2006-07-19,670.767212,670.767212,670.767212,670.767212,519.438538,0
2006-07-20,641.603455,641.603455,641.603455,641.603455,496.854279,42861
2006-07-21,641.603455,641.603455,641.603455,641.603455,496.854279,17144
2006-07-24,null,null,null,null,null,null
2006-07-25,707.221985,707.221985,707.221985,707.221985,547.668884,3428
2006-07-26,707.221985,707.221985,707.221985,707.221985,547.668884,0
2006-07-27,707.221985,707.221985,707.221985,707.221985,547.668884,0
2006-07-28,null,null,null,null,null,null
2006-07-31,null,null,null,null,null,null
2006-08-01,634.312500,641.603455,634.312500,634.312500,491.208191,171445
2006-08-02,692.640076,692.640076,656.185364,692.640076,536.376770,8572
2006-08-03,692.640076,692.640076,692.640076,692.640076,536.376770,8572
2006-08-04,null,null,null,null,null,null
2006-08-07,null,null,null,null,null,null
2006-08-08,null,null,null,null,null,null
2006-08-09,null,null,null,null,null,null
2006-08-10,641.603455,641.603455,641.603455,641.603455,496.854279,8572
2006-08-11,656.185364,656.185364,641.603455,656.185364,508.146454,18859
2006-08-14,656.185364,656.185364,656.185364,656.185364,508.146454,17144
2006-08-15,null,null,null,null,null,null
2006-08-16,null,null,null,null,null,null
2006-08-17,656.185364,656.185364,656.185364,656.185364,508.146454,0
2006-08-18,656.185364,656.185364,656.185364,656.185364,508.146454,0
2006-08-21,656.185364,656.185364,656.185364,656.185364,508.146454,0
2006-08-22,656.185364,656.185364,656.185364,656.185364,508.146454,8572
2006-08-23,null,null,null,null,null,null
2006-08-24,656.185364,656.185364,641.603455,656.185364,508.146454,12001
2006-08-25,null,null,null,null,null,null
2006-08-28,null,null,null,null,null,null
2006-08-29,656.185364,656.185364,656.185364,656.185364,508.146454,8572
2006-08-30,634.312500,634.312500,634.312500,634.312500,491.208191,3428
2006-08-31,null,null,null,null,null,null
2006-09-01,null,null,null,null,null,null
2006-09-04,null,null,null,null,null,null
2006-09-05,597.857727,597.857727,597.857727,597.857727,462.977814,1714
2006-09-06,590.566833,641.603455,590.566833,590.566833,457.331757,149157
2006-09-07,null,null,null,null,null,null
2006-09-08,null,null,null,null,null,null
2006-09-11,605.148682,641.603455,583.275879,605.148682,468.623840,198876
2006-09-12,612.439636,612.439636,583.275879,612.439636,474.269958,6857
2006-09-13,634.312500,634.312500,619.730591,634.312500,491.208191,6857
2006-09-14,null,null,null,null,null,null
2006-09-15,590.566833,590.566833,590.566833,590.566833,457.331757,1714
2006-09-18,590.566833,590.566833,590.566833,590.566833,457.331757,0
2006-09-19,583.275879,583.275879,583.275879,583.275879,451.685760,34289
2006-09-20,597.857727,597.857727,590.566833,597.857727,462.977814,17144
2006-09-21,597.857727,597.857727,590.566833,597.857727,462.977814,56577
2006-09-22,null,null,null,null,null,null
2006-09-25,583.275879,583.275879,583.275879,583.275879,451.685760,12001
2006-09-26,597.857727,597.857727,597.857727,597.857727,462.977814,3428
2006-09-27,605.148682,605.148682,597.857727,605.148682,468.623840,5143
2006-09-28,619.730591,692.640076,597.857727,619.730591,479.915955,248595
2006-09-29,678.058167,678.058167,670.767212,678.058167,525.084595,6857
2006-10-02,null,null,null,null,null,null
2006-10-03,null,null,null,null,null,null
2006-10-04,678.058167,685.349121,597.857727,678.058167,525.084595,252024
2006-10-05,null,null,null,null,null,null
2006-10-06,605.148682,605.148682,605.148682,605.148682,468.623840,1714
2006-10-09,670.767212,670.767212,670.767212,670.767212,519.438538,1714
2006-10-10,null,null,null,null,null,null
2006-10-11,null,null,null,null,null,null
2006-10-12,null,null,null,null,null,null
2006-10-13,656.185364,656.185364,583.275879,656.185364,508.146454,5143
2006-10-16,null,null,null,null,null,null
2006-10-17,null,null,null,null,null,null
2006-10-18,null,null,null,null,null,null
2006-10-19,null,null,null,null,null,null
2006-10-20,null,null,null,null,null,null
2006-10-23,656.185364,656.185364,656.185364,656.185364,508.146454,0
2006-10-24,656.185364,656.185364,656.185364,656.185364,508.146454,0
2006-10-25,656.185364,656.185364,656.185364,656.185364,508.146454,0
2006-10-26,656.185364,656.185364,656.185364,656.185364,508.146454,0
2006-10-27,656.185364,656.185364,656.185364,656.185364,508.146454,0
2006-10-30,670.767212,670.767212,670.767212,670.767212,519.438538,5143
2006-10-31,null,null,null,null,null,null
2006-11-01,null,null,null,null,null,null
2006-11-02,null,null,null,null,null,null
2006-11-03,null,null,null,null,null,null
2006-11-06,656.185364,656.185364,656.185364,656.185364,508.146454,34289
2006-11-07,656.185364,656.185364,656.185364,656.185364,508.146454,46290
2006-11-08,null,null,null,null,null,null
2006-11-09,null,null,null,null,null,null
2006-11-10,null,null,null,null,null,null
2006-11-13,null,null,null,null,null,null
2006-11-14,null,null,null,null,null,null
2006-11-15,583.275879,583.275879,583.275879,583.275879,451.685760,68578
2006-11-16,612.439636,612.439636,583.275879,612.439636,474.269958,185161
2006-11-17,null,null,null,null,null,null
2006-11-20,null,null,null,null,null,null
2006-11-21,null,null,null,null,null,null
2006-11-22,656.185364,656.185364,656.185364,656.185364,508.146454,8572
2006-11-23,null,null,null,null,null,null
2006-11-24,null,null,null,null,null,null
2006-11-27,656.185364,670.767212,656.185364,656.185364,508.146454,99438
2006-11-28,null,null,null,null,null,null
2006-11-29,null,null,null,null,null,null
2006-11-30,null,null,null,null,null,null
2006-12-01,656.185364,656.185364,656.185364,656.185364,508.146454,3428
2006-12-04,null,null,null,null,null,null
2006-12-05,656.185364,656.185364,656.185364,656.185364,508.146454,0
2006-12-06,null,null,null,null,null,null
2006-12-07,null,null,null,null,null,null
2006-12-08,null,null,null,null,null,null
2006-12-11,null,null,null,null,null,null
2006-12-12,null,null,null,null,null,null
2006-12-13,null,null,null,null,null,null
2006-12-14,597.857727,597.857727,597.857727,597.857727,462.977814,13715
2006-12-15,597.857727,597.857727,597.857727,597.857727,462.977814,0
2006-12-18,null,null,null,null,null,null
2006-12-19,null,null,null,null,null,null
2006-12-20,670.767212,670.767212,656.185364,670.767212,519.438538,10286
2006-12-21,670.767212,670.767212,670.767212,670.767212,519.438538,10286
2006-12-22,null,null,null,null,null,null
2006-12-26,null,null,null,null,null,null
2006-12-27,670.767212,670.767212,670.767212,670.767212,519.438538,0
2006-12-28,null,null,null,null,null,null
2006-12-29,612.439636,670.767212,612.439636,612.439636,474.269958,111439
2007-01-02,null,null,null,null,null,null
2007-01-03,605.148682,605.148682,605.148682,605.148682,468.623840,1714
2007-01-04,null,null,null,null,null,null
2007-01-05,null,null,null,null,null,null
2007-01-08,null,null,null,null,null,null
2007-01-09,605.148682,605.148682,605.148682,605.148682,468.623840,17144
2007-01-10,612.439636,612.439636,612.439636,612.439636,474.269958,68578
2007-01-11,null,null,null,null,null,null
2007-01-12,627.021545,627.021545,627.021545,627.021545,485.562103,5143
2007-01-15,null,null,null,null,null,null
2007-01-16,null,null,null,null,null,null
2007-01-17,null,null,null,null,null,null
2007-01-18,null,null,null,null,null,null
2007-01-19,null,null,null,null,null,null
2007-01-22,583.275879,634.312500,583.275879,583.275879,451.685760,591486
2007-01-23,597.857727,605.148682,583.275879,597.857727,462.977814,42861
2007-01-24,null,null,null,null,null,null
2007-01-25,583.275879,583.275879,583.275879,583.275879,451.685760,29145
2007-01-26,null,null,null,null,null,null
2007-01-29,612.439636,627.021545,597.857727,612.439636,474.269958,78864
2007-01-30,597.857727,627.021545,590.566833,597.857727,462.977814,13715
2007-01-31,597.857727,597.857727,590.566833,597.857727,462.977814,3428
2007-02-01,612.439636,612.439636,612.439636,612.439636,474.269958,80579
2007-02-02,619.730591,627.021545,619.730591,619.730591,479.915955,171445
2007-02-05,null,null,null,null,null,null
2007-02-06,null,null,null,null,null,null
2007-02-07,612.439636,612.439636,612.439636,612.439636,474.269958,3428
2007-02-08,null,null,null,null,null,null
2007-02-09,612.439636,612.439636,612.439636,612.439636,474.269958,0
2007-02-12,null,null,null,null,null,null
2007-02-13,null,null,null,null,null,null
2007-02-14,null,null,null,null,null,null
2007-02-15,null,null,null,null,null,null
2007-02-16,null,null,null,null,null,null
2007-02-19,null,null,null,null,null,null
2007-02-20,null,null,null,null,null,null
2007-02-21,null,null,null,null,null,null
2007-02-22,612.439636,612.439636,612.439636,612.439636,474.269958,6857
2007-02-23,null,null,null,null,null,null
2007-02-26,null,null,null,null,null,null
2007-02-27,null,null,null,null,null,null
2007-02-28,null,null,null,null,null,null
2007-03-01,null,null,null,null,null,null
2007-03-02,null,null,null,null,null,null
2007-03-05,612.439636,612.439636,612.439636,612.439636,474.269958,85722
2007-03-06,null,null,null,null,null,null
2007-03-07,null,null,null,null,null,null
2007-03-08,null,null,null,null,null,null
2007-03-09,null,null,null,null,null,null
2007-03-12,619.730591,619.730591,619.730591,619.730591,479.915955,1714
2007-03-13,null,null,null,null,null,null
2007-03-14,null,null,null,null,null,null
2007-03-15,612.439636,612.439636,612.439636,612.439636,474.269958,3428
2007-03-16,null,null,null,null,null,null
2007-03-20,null,null,null,null,null,null
2007-03-21,null,null,null,null,null,null
2007-03-22,583.275879,583.275879,583.275879,583.275879,451.685760,1714
2007-03-23,null,null,null,null,null,null
2007-03-26,null,null,null,null,null,null
2007-03-27,612.439636,612.439636,612.439636,612.439636,474.269958,3428
2007-03-28,612.439636,612.439636,612.439636,612.439636,474.269958,94295
2007-03-29,612.439636,612.439636,612.439636,612.439636,474.269958,73721
2007-03-30,583.275879,597.857727,583.275879,583.275879,451.685760,260597
2007-04-02,612.439636,612.439636,612.439636,612.439636,474.269958,169731
2007-04-03,612.439636,612.439636,583.275879,612.439636,474.269958,188590
2007-04-04,627.021545,627.021545,627.021545,627.021545,485.562103,39432
2007-04-05,null,null,null,null,null,null
2007-04-09,null,null,null,null,null,null
2007-04-10,null,null,null,null,null,null
2007-04-11,619.730591,619.730591,619.730591,619.730591,479.915955,257168
2007-04-12,619.730591,619.730591,619.730591,619.730591,479.915955,17144
2007-04-13,null,null,null,null,null,null
2007-04-16,619.730591,627.021545,619.730591,619.730591,479.915955,87437
2007-04-17,null,null,null,null,null,null
2007-04-18,692.640076,692.640076,656.185364,692.640076,536.376770,135441
2007-04-19,714.512939,714.512939,692.640076,714.512939,553.315002,171445
2007-04-20,714.512939,714.512939,714.512939,714.512939,553.315002,0
2007-04-23,null,null,null,null,null,null
2007-04-24,758.258606,758.258606,729.094849,758.258606,587.191467,46290
2007-04-25,null,null,null,null,null,null
2007-04-26,816.586182,874.913757,772.840515,816.586182,632.360046,44575
2007-04-27,874.913757,962.405151,874.913757,874.913757,677.528503,108010
2007-04-30,874.913757,874.913757,874.913757,874.913757,677.528503,89151
2007-05-01,null,null,null,null,null,null
2007-05-02,null,null,null,null,null,null
2007-05-03,null,null,null,null,null,null
2007-05-04,874.913757,874.913757,874.913757,874.913757,677.528503,0
2007-05-07,null,null,null,null,null,null
2007-05-08,null,null,null,null,null,null
2007-05-09,874.913757,874.913757,874.913757,874.913757,677.528503,34289
2007-05-10,null,null,null,null,null,null
2007-05-11,null,null,null,null,null,null
2007-05-14,null,null,null,null,null,null
2007-05-15,null,null,null,null,null,null
2007-05-16,874.913757,874.913757,874.913757,874.913757,677.528503,10286
2007-05-21,null,null,null,null,null,null
2007-05-22,874.913757,874.913757,816.586182,874.913757,677.528503,128584
2007-05-23,null,null,null,null,null,null
2007-05-24,874.913757,874.913757,860.331909,874.913757,677.528503,20573
2007-05-25,null,null,null,null,null,null
2007-05-28,860.331909,860.331909,860.331909,860.331909,666.236328,5143
2007-05-29,null,null,null,null,null,null
2007-05-30,860.331909,860.331909,860.331909,860.331909,666.236328,8572
2007-05-31,860.331909,860.331909,860.331909,860.331909,666.236328,0
2007-06-04,null,null,null,null,null,null
2007-06-05,null,null,null,null,null,null
2007-06-06,null,null,null,null,null,null
2007-06-07,null,null,null,null,null,null
2007-06-08,874.913757,874.913757,874.913757,874.913757,677.528503,1714
2007-06-11,null,null,null,null,null,null
2007-06-12,null,null,null,null,null,null
2007-06-13,null,null,null,null,null,null
2007-06-14,874.913757,874.913757,874.913757,874.913757,677.528503,0
2007-06-15,null,null,null,null,null,null
2007-06-18,null,null,null,null,null,null
2007-06-19,null,null,null,null,null,null
2007-06-20,null,null,null,null,null,null
2007-06-21,null,null,null,null,null,null
2007-06-22,null,null,null,null,null,null
2007-06-25,933.241394,933.241394,933.241394,933.241394,722.697021,1714
2007-06-26,null,null,null,null,null,null
2007-06-27,null,null,null,null,null,null
2007-06-28,null,null,null,null,null,null
2007-06-29,null,null,null,null,null,null
2007-07-02,null,null,null,null,null,null
2007-07-03,962.405151,962.405151,962.405151,962.405151,745.281372,15430
2007-07-04,962.405151,962.405151,962.405151,962.405151,745.281372,25716
2007-07-05,962.405151,962.405151,962.405151,962.405151,745.281372,3428
2007-07-06,null,null,null,null,null,null
2007-07-09,962.405151,962.405151,962.405151,962.405151,745.281372,8572
2007-07-10,null,null,null,null,null,null
2007-07-11,962.405151,962.405151,962.405151,962.405151,745.281372,6857
2007-07-12,null,null,null,null,null,null
2007-07-13,null,null,null,null,null,null
2007-07-16,null,null,null,null,null,null
2007-07-17,1020.732727,1020.732727,1020.732727,1020.732727,790.449890,18859
2007-07-18,962.405151,991.568970,962.405151,962.405151,745.281372,51433
2007-07-19,962.405151,962.405151,962.405151,962.405151,745.281372,85722
2007-07-20,933.241394,962.405151,933.241394,933.241394,722.697021,34289
2007-07-23,933.241394,933.241394,933.241394,933.241394,722.697021,0
2007-07-24,933.241394,933.241394,933.241394,933.241394,722.697021,0
2007-07-25,933.241394,933.241394,933.241394,933.241394,722.697021,0
2007-07-26,933.241394,933.241394,933.241394,933.241394,722.697021,0
2007-07-27,933.241394,933.241394,933.241394,933.241394,722.697021,0
2007-07-30,933.241394,933.241394,933.241394,933.241394,722.697021,0
2007-07-31,933.241394,933.241394,933.241394,933.241394,722.697021,0
2007-08-01,null,null,null,null,null,null
2007-08-02,null,null,null,null,null,null
2007-08-03,null,null,null,null,null,null
2007-08-06,933.241394,933.241394,933.241394,933.241394,722.697021,73721
2007-08-07,null,null,null,null,null,null
2007-08-08,904.077576,904.077576,904.077576,904.077576,700.112793,0
2007-08-09,null,null,null,null,null,null
2007-08-10,null,null,null,null,null,null
2007-08-13,904.077576,904.077576,904.077576,904.077576,700.112793,0
2007-08-14,null,null,null,null,null,null
2007-08-15,null,null,null,null,null,null
2007-08-16,904.077576,904.077576,904.077576,904.077576,700.112793,0
2007-08-20,null,null,null,null,null,null
2007-08-21,null,null,null,null,null,null
2007-08-22,null,null,null,null,null,null
2007-08-23,null,null,null,null,null,null
2007-08-24,null,null,null,null,null,null
2007-08-27,null,null,null,null,null,null
2007-08-28,null,null,null,null,null,null
2007-08-29,null,null,null,null,null,null
2007-08-30,null,null,null,null,null,null
2007-08-31,null,null,null,null,null,null
2007-09-03,null,null,null,null,null,null
2007-09-04,null,null,null,null,null,null
2007-09-05,null,null,null,null,null,null
2007-09-06,null,null,null,null,null,null
2007-09-07,null,null,null,null,null,null
2007-09-10,904.077576,904.077576,904.077576,904.077576,700.112793,0
2007-09-11,null,null,null,null,null,null
2007-09-12,null,null,null,null,null,null
2007-09-13,null,null,null,null,null,null
2007-09-14,null,null,null,null,null,null
2007-09-17,null,null,null,null,null,null
2007-09-18,null,null,null,null,null,null
2007-09-19,1049.896484,1108.224121,1049.896484,1049.896484,813.034119,41146
2007-09-20,1049.896484,1224.879272,1049.896484,1049.896484,813.034119,44575
2007-09-21,null,null,null,null,null,null
2007-09-24,1049.896484,1049.896484,1049.896484,1049.896484,813.034119,0
2007-09-25,null,null,null,null,null,null
2007-09-26,1049.896484,1049.896484,1049.896484,1049.896484,813.034119,44575
2007-09-27,null,null,null,null,null,null
2007-09-28,null,null,null,null,null,null
2007-10-01,null,null,null,null,null,null
2007-10-02,null,null,null,null,null,null
2007-10-03,962.405151,962.405151,955.114197,962.405151,745.281372,51433
2007-10-04,null,null,null,null,null,null
2007-10-05,null,null,null,null,null,null
2007-10-08,null,null,null,null,null,null
2007-10-09,962.405151,962.405151,962.405151,962.405151,745.281372,0
2007-10-10,null,null,null,null,null,null
2007-10-11,null,null,null,null,null,null
2007-10-17,null,null,null,null,null,null
2007-10-18,null,null,null,null,null,null
2007-10-19,null,null,null,null,null,null
2007-10-22,962.405151,962.405151,962.405151,962.405151,745.281372,0
